id,text,label_text
349,"She's right, she's not an empty barrel.....the barrel is full of black crude....dem sludge.....bunker crude...
With the emphasis on crude!",not toxic
350,The ethics commissioner should ban Khan from dealing with the Canadian government. Khan should receive no more money from the Canadian taxpayer. This is blatant corruption and another Trudeau lie.,not toxic
351,no no turn it down,audio_volume_down
352,Why didn't I get the amount I requested at the ATM?,wrong_amount_of_cash_received
353,good morning,general
354,the time difference between lagos and new york is what,datetime
355,please be silent until i tell you not to be,audio
356,google set my alarm to go off in an hour,alarm_set
357,"Do you believe that your faith leads you to meet all of these very human expectations?  Are you so sure that all your behaviors and works support God, that you have never done anything detestable, disobedient?  

Is it easy for you to 'rank' your sins as less than the sins of others?

Yours is a circular argument that has to believe YOU personally know the mind of God, which you do not.    You quote human/church scripture out of context and remove the many other ways in which God reveals his love for his/her imperfect children outside of the walls of a church.

Your faith is your own and if it makes you a more loving and compassionate person, they I would say you are fed by the Fruits of the Spirit.  I can't know your heart, I'll leave that judgement to another source.

If you use your religion to lift your status above God's other children, then yours is not a faith that I can share.

Peace",not toxic
358,stop the music,play_music
359,Angelo_vancouver ' putting the country's interest ahead of any ideological rants'  I completely agree!  It would be refreshing to see the same attitude by our political friends and neighbours to the south.,not toxic
360,"How do you spell .44 Magnum, in Alaska? Shoot to kill.(R) Enforcing William H. Sewards Fourteenth Amendment(1868), three years before it existed? Colt Walker?

http://gov.alaska.gov/Walker/press-room/full-proclamation.html?pr=7204",not toxic
361,is the restaurant having delivery facility,takeaway_query
362,I deposited a cheque but the cash hasn't arrived yet,balance_not_updated_after_cheque_or_cash_deposit
363,"Artic National Wildlife Monument, has a nice ring to it!",not toxic
364,"What do you suppose that the Liberal intruders were after when they ""breached"" the apparently non-existent security?  Naomi and Avi love letters?",not toxic
365,to get more information about a historic event,general_quirky
366,what time is it in central standard time,datetime
367,How does my top-up got cancelled?,top_up_reverted
368,off lights,iot
369,show me news from c. n. n. for today,news_query
370,find and order rasgulla of janta sweet home pvt ltd,takeaway
371,decrease the volume to ten percent,audio
372,My top-up hasn't happened yet.,pending_top_up
373,Where is my last money transaction,transfer_not_received_by_recipient
374,The problem with the big government approach you advocate is that it builds resentment and rebellion.,not toxic
375,What is my money worth in other countries?,exchange_rate
376,"Dartguard
One's best friend tells the best friend when best friend is wrong. It does not join the best friend in the objectionable activity. Afghanistan was a perfect example. I was appalled when the US attacked Afghanistan. Any other country attacking that poor nation and I would expect that Canada would be on the side of the Afghans. Instead we joined in the attack!!
Now? .We withdraw from NATO. We have done our job keeping the US and the USSR, then Russia, apart. Hopefully the US will pull out of NATO as well. Trump's relationship with Putin could be a the greatest asset.
I do wonder what would have happened if Austria had refused to join Germany in the 1930s. After all Canada is to the US as Austria was to Germany.",not toxic
377,new york time please,datetime_query
378,"I might need to exchange between USD and GBP, is this possible with your app?",exchange_via_app
379,"Perhaps you should look at the map provided. Cycle Oregon isn't going anywhere near Crow Rd. Do yourself a favor and read their mission statement. CO is a fund raiser to benefit rural economies, started by a Welshman who saw parallels in Oregon's timber country and his native coal towns. People pay $1000 to ride and most of the money goes to local benefits like building schools and helping businesses.

Now, about those crashes: Exactly zero of them are caused by people on bikes. They are all caused by people driving their motor vehicles outside of the law. Perhaps you should focus your attention on getting scofflaw motorists off the road rather than worry about those road users who do not cause death and injury.

Let's not forget that since 2013, Oregon has seen a 56% increase in deaths due to traffic violence. While some of the victims were people on bikes and people walking, the people who caused the deaths were the people driving, often while breaking one or more traffic laws.",not toxic
